Month,WEEK,DT,RESTAURANT_ID,REST_NAME,CITY,AREA,TOTAL_ORDERS,GMV,MENU_SESSIONS
01/06/2025,25,2025-06-20,1037606,Brand A,Mumbai,Andheri East,61,21405.56096,246
01/06/2025,25,2025-06-20,1074224,Brand D,Mumbai,Matunga Wadala,1,689.4000122,7
01/06/2025,25,2025-06-21,70556,Brand D,Mumbai,Bandra West,1,347.7,14
01/06/2025,25,2025-06-21,76508,Brand D,Mumbai,Lower Parel Worli,3,1828.250654,12
01/06/2025,25,2025-06-21,76509,Brand D,Mumbai,Malad Kan West,1,1131.600024,10
01/06/2025,25,2025-06-21,76512,Brand D,Mumbai,Marol Sakinaka,7,2918.450012,31
01/06/2025,25,2025-06-21,83864,Brand D,Mumbai,Borivali,3,1267.56999,23
01/06/2025,25,2025-06-21,184604,Brand G,Mumbai,Malad Kan East,44,19019.55411,245
01/06/2025,25,2025-06-21,656170,Brand D,Mumbai,Chembur,2,1666.500352,21
01/06/2025,25,2025-06-21,688993,Brand E,Mumbai,Marol Sakinaka,4,4251.100303,101
01/06/2025,25,2025-06-21,783761,Brand D,Mumbai,CBD Belapur,2,1016.600012,24
01/06/2025,25,2025-06-21,880733,Brand C,Mumbai,Vashi,11,7772.102742,66
01/06/2025,25,2025-06-21,974354,Brand B,Mumbai,Mulund,21,7302.8617,194
01/06/2025,25,2025-06-21,974356,Brand B,Mumbai,Powai,44,17142.39373,210
01/06/2025,25,2025-06-21,1037606,Brand A,Mumbai,Andheri East,63,25186.38124,333
01/06/2025,25,2025-06-21,1053297,Brand D,Mumbai,Powai,1,693.1500122,5
01/06/2025,25,2025-06-22,70556,Brand D,Mumbai,Bandra West,2,762.5000061,10
01/06/2025,25,2025-06-22,76509,Brand D,Mumbai,Malad Kan West,2,1083.350007,10
01/06/2025,25,2025-06-22,76512,Brand D,Mumbai,Marol Sakinaka,2,1799.750037,19
01/06/2025,25,2025-06-22,83864,Brand D,Mumbai,Borivali,3,1725.300734,32
01/06/2025,25,2025-06-22,184604,Brand G,Mumbai,Malad Kan East,41,19355.4232,241
01/06/2025,25,2025-06-22,656170,Brand D,Mumbai,Chembur,5,3063.800038,23
01/06/2025,25,2025-06-22,668983,Brand D,Mumbai,Andheri West,2,1013.850012,13
01/06/2025,25,2025-06-22,688993,Brand E,Mumbai,Marol Sakinaka,9,8676.501678,123
01/06/2025,25,2025-06-22,783761,Brand D,Mumbai,CBD Belapur,2,2402.340427,20
01/06/2025,25,2025-06-22,828997,Brand D,Mumbai,Thane,1,737.6503271,2
01/06/2025,25,2025-06-22,880733,Brand C,Mumbai,Vashi,3,2628.851777,56
01/06/2025,25,2025-06-22,974354,Brand B,Mumbai,Mulund,35,12940.75985,212
01/06/2025,25,2025-06-22,974356,Brand B,Mumbai,Powai,35,11765.3931,200
01/06/2025,25,2025-06-22,1037606,Brand A,Mumbai,Andheri East,67,28550.50934,319
01/06/2025,26,2025-06-23,70556,Brand D,Mumbai,Bandra West,3,1189.550012,13
01/06/2025,26,2025-06-23,76512,Brand D,Mumbai,Marol Sakinaka,1,383.45,20
01/06/2025,26,2025-06-23,184604,Brand G,Mumbai,Malad Kan East,34,13222.31815,173
01/06/2025,26,2025-06-23,656170,Brand D,Mumbai,Chembur,2,1063.850012,18
01/06/2025,26,2025-06-23,668983,Brand D,Mumbai,Andheri West,2,756.3999878,6
01/06/2025,26,2025-06-23,688993,Brand E,Mumbai,Marol Sakinaka,1,1991.500698,47
01/06/2025,26,2025-06-23,783761,Brand D,Mumbai,CBD Belapur,1,372.95,17
01/06/2025,26,2025-06-23,828997,Brand D,Mumbai,Thane,1,858.6200134,2
01/06/2025,26,2025-06-23,880733,Brand C,Mumbai,Vashi,3,1773.100334,40
01/06/2025,26,2025-06-23,974354,Brand B,Mumbai,Mulund,20,7339.217032,147
01/06/2025,26,2025-06-23,974356,Brand B,Mumbai,Powai,15,5487.139943,142
01/06/2025,26,2025-06-23,1037606,Brand A,Mumbai,Andheri East,56,20119.44791,259
01/06/2025,26,2025-06-23,1074224,Brand D,Mumbai,Matunga Wadala,2,630.399989,10
01/06/2025,26,2025-06-24,70556,Brand D,Mumbai,Bandra West,1,236.45,15
01/06/2025,26,2025-06-24,76509,Brand D,Mumbai,Malad Kan West,1,372.95,11
01/06/2025,26,2025-06-24,184604,Brand G,Mumbai,Malad Kan East,31,10738.56698,184
01/06/2025,26,2025-06-24,656170,Brand D,Mumbai,Chembur,4,1674.250327,19
01/06/2025,26,2025-06-24,688993,Brand E,Mumbai,Marol Sakinaka,3,1950.549982,66
01/06/2025,26,2025-06-24,783761,Brand D,Mumbai,CBD Belapur,1,236.45,17
01/06/2025,26,2025-06-24,880733,Brand C,Mumbai,Vashi,5,2791.600682,22
01/06/2025,26,2025-06-24,974354,Brand B,Mumbai,Mulund,24,7746.146911,178
01/06/2025,26,2025-06-24,974356,Brand B,Mumbai,Powai,26,7645.781053,172
01/06/2025,26,2025-06-24,1037606,Brand A,Mumbai,Andheri East,54,18711.2042,234
01/06/2025,26,2025-06-24,1074224,Brand D,Mumbai,Matunga Wadala,1,257.45,9
01/06/2025,26,2025-06-25,70556,Brand D,Mumbai,Bandra West,1,347.95,4
01/06/2025,26,2025-06-25,76508,Brand D,Mumbai,Lower Parel Worli,1,1027.100024,16
01/06/2025,26,2025-06-25,76512,Brand D,Mumbai,Marol Sakinaka,3,2003.450037,22
01/06/2025,26,2025-06-25,83864,Brand D,Mumbai,Borivali,2,1110.050024,22
01/06/2025,26,2025-06-25,184604,Brand G,Mumbai,Malad Kan East,30,9728.97406,169
01/06/2025,26,2025-06-25,656170,Brand D,Mumbai,Chembur,2,798.4,17
01/06/2025,26,2025-06-25,668983,Brand D,Mumbai,Andheri West,2,1120.850012,7
01/06/2025,26,2025-06-25,688993,Brand E,Mumbai,Marol Sakinaka,2,671.9999878,64
01/06/2025,26,2025-06-25,828997,Brand D,Mumbai,Thane,1,245.95,8
01/06/2025,26,2025-06-25,880733,Brand C,Mumbai,Vashi,3,1246.717869,43
01/06/2025,26,2025-06-25,974354,Brand B,Mumbai,Mulund,31,12610.94621,197
01/06/2025,26,2025-06-25,974356,Brand B,Mumbai,Powai,28,7864.711416,165
01/06/2025,26,2025-06-25,1037606,Brand A,Mumbai,Andheri East,54,18099.38417,243
01/06/2025,26,2025-06-26,70556,Brand D,Mumbai,Bandra West,4,1896.800031,18
01/06/2025,26,2025-06-26,76508,Brand D,Mumbai,Lower Parel Worli,2,1462.800024,7
01/06/2025,26,2025-06-26,76509,Brand D,Mumbai,Malad Kan West,1,383.45,9
01/06/2025,26,2025-06-26,76512,Brand D,Mumbai,Marol Sakinaka,2,957.3700012,21
01/06/2025,26,2025-06-26,83864,Brand D,Mumbai,Borivali,1,717.1500122,16
01/06/2025,26,2025-06-26,184604,Brand G,Mumbai,Malad Kan East,35,13725.9815,189
01/06/2025,26,2025-06-26,656170,Brand D,Mumbai,Chembur,2,766.9,20
01/06/2025,26,2025-06-26,668983,Brand D,Mumbai,Andheri West,1,372.95,5
01/06/2025,26,2025-06-26,688993,Brand E,Mumbai,Marol Sakinaka,1,993.2999756,53
01/06/2025,26,2025-06-26,828997,Brand D,Mumbai,Thane,1,371.95,5
01/06/2025,26,2025-06-26,880733,Brand C,Mumbai,Vashi,5,2614.500695,37
01/06/2025,26,2025-06-26,974354,Brand B,Mumbai,Mulund,20,6671.184737,142
01/06/2025,26,2025-06-26,974356,Brand B,Mumbai,Powai,25,8555.317981,172
01/06/2025,26,2025-06-26,1037606,Brand A,Mumbai,Andheri East,61,22593.085,305
01/06/2025,26,2025-06-27,70556,Brand D,Mumbai,Bandra West,4,2524.400037,18
01/06/2025,26,2025-06-27,76508,Brand D,Mumbai,Lower Parel Worli,1,2098.700376,12
01/06/2025,26,2025-06-27,76509,Brand D,Mumbai,Malad Kan West,2,630.4,12
01/06/2025,26,2025-06-27,76512,Brand D,Mumbai,Marol Sakinaka,2,1114.450018,27
01/06/2025,26,2025-06-27,83864,Brand D,Mumbai,Borivali,1,372.95,25
01/06/2025,26,2025-06-27,184604,Brand G,Mumbai,Malad Kan East,38,13699.53245,214
01/06/2025,26,2025-06-27,656170,Brand D,Mumbai,Chembur,1,225.9700043,24
01/06/2025,26,2025-06-27,668983,Brand D,Mumbai,Andheri West,2,1959.499976,8
01/06/2025,26,2025-06-27,688993,Brand E,Mumbai,Marol Sakinaka,5,3090.849915,100
01/06/2025,26,2025-06-27,783761,Brand D,Mumbai,CBD Belapur,2,870.8503882,9
01/06/2025,26,2025-06-27,880733,Brand C,Mumbai,Vashi,5,2334.849976,39
01/06/2025,26,2025-06-27,974354,Brand B,Mumbai,Mulund,20,6671.636355,177
01/06/2025,26,2025-06-27,974356,Brand B,Mumbai,Powai,35,10515.30992,182
01/06/2025,26,2025-06-27,1037606,Brand A,Mumbai,Andheri East,66,23692.83044,316
01/06/2025,26,2025-06-28,70556,Brand D,Mumbai,Bandra West,1,695.6500122,15
01/06/2025,26,2025-06-28,76508,Brand D,Mumbai,Lower Parel Worli,1,1146.600339,10
01/06/2025,26,2025-06-28,76509,Brand D,Mumbai,Malad Kan West,1,362.45,9
01/06/2025,26,2025-06-28,76512,Brand D,Mumbai,Marol Sakinaka,3,2042.95002,33
01/06/2025,26,2025-06-28,83864,Brand D,Mumbai,Borivali,2,1416.550024,30
01/06/2025,26,2025-06-28,184604,Brand G,Mumbai,Malad Kan East,55,23292.45913,290
01/06/2025,26,2025-06-28,656170,Brand D,Mumbai,Chembur,4,2597.900031,27
01/06/2025,26,2025-06-28,668983,Brand D,Mumbai,Andheri West,1,720.6500122,8
01/06/2025,26,2025-06-28,688993,Brand E,Mumbai,Marol Sakinaka,7,11831.05215,102
01/06/2025,26,2025-06-28,783761,Brand D,Mumbai,CBD Belapur,1,498.95,11
01/06/2025,26,2025-06-28,880733,Brand C,Mumbai,Vashi,5,3703.701409,56
01/06/2025,26,2025-06-28,974354,Brand B,Mumbai,Mulund,29,10853.70624,230
01/06/2025,26,2025-06-28,974356,Brand B,Mumbai,Powai,35,12140.93849,177
01/06/2025,26,2025-06-28,1037606,Brand A,Mumbai,Andheri East,85,34258.58652,371
01/06/2025,26,2025-06-28,1074224,Brand D,Mumbai,Matunga Wadala,2,1170.100012,9
01/06/2025,26,2025-06-29,70556,Brand D,Mumbai,Bandra West,2,1312.900437,16
01/06/2025,26,2025-06-29,76512,Brand D,Mumbai,Marol Sakinaka,3,3165.300012,15
01/06/2025,26,2025-06-29,184604,Brand G,Mumbai,Malad Kan East,59,27187.25661,329
01/06/2025,26,2025-06-29,656170,Brand D,Mumbai,Chembur,5,3554.25037,29
01/06/2025,26,2025-06-29,688993,Brand E,Mumbai,Marol Sakinaka,6,6552.000709,148
01/06/2025,26,2025-06-29,783761,Brand D,Mumbai,CBD Belapur,1,1504.339941,12
01/06/2025,26,2025-06-29,880733,Brand C,Mumbai,Vashi,7,4251.626012,51
01/06/2025,26,2025-06-29,974354,Brand B,Mumbai,Mulund,54,20371.64786,267
01/06/2025,26,2025-06-29,974356,Brand B,Mumbai,Powai,52,16919.85172,208
01/06/2025,26,2025-06-29,1037606,Brand A,Mumbai,Andheri East,76,32955.06361,405
01/06/2025,26,2025-06-29,1074224,Brand D,Mumbai,Matunga Wadala,1,674.9000122,7
01/06/2025,27,2025-06-30,70556,Brand D,Mumbai,Bandra West,1,695.6500122,12
01/06/2025,27,2025-06-30,76512,Brand D,Mumbai,Marol Sakinaka,5,3023.300049,18
01/06/2025,27,2025-06-30,83864,Brand D,Mumbai,Borivali,3,1793.6,17
01/06/2025,27,2025-06-30,184604,Brand G,Mumbai,Malad Kan East,41,14258.55441,219
01/06/2025,27,2025-06-30,656170,Brand D,Mumbai,Chembur,5,3382.650522,22
01/06/2025,27,2025-06-30,668983,Brand D,Mumbai,Andheri West,1,383.45,6
01/06/2025,27,2025-06-30,688993,Brand E,Mumbai,Marol Sakinaka,4,2902.900352,71
01/06/2025,27,2025-06-30,783761,Brand D,Mumbai,CBD Belapur,1,383.45,9
01/06/2025,27,2025-06-30,880733,Brand C,Mumbai,Vashi,7,4114.952482,34
01/06/2025,27,2025-06-30,974354,Brand B,Mumbai,Mulund,29,10289.14972,175
01/06/2025,27,2025-06-30,974356,Brand B,Mumbai,Powai,31,10278.53464,164
01/06/2025,27,2025-06-30,1037606,Brand A,Mumbai,Andheri East,66,27469.46582,301
01/06/2025,27,2025-06-30,1074224,Brand D,Mumbai,Matunga Wadala,2,1026.850012,10
01/07/2025,27,2025-07-01,70556,Brand D,Mumbai,Bandra West,1,393.5500061,6
01/07/2025,27,2025-07-01,76509,Brand D,Mumbai,Malad Kan West,1,720.9000122,8
01/07/2025,27,2025-07-01,76512,Brand D,Mumbai,Marol Sakinaka,1,1405.799976,20
01/07/2025,27,2025-07-01,184604,Brand G,Mumbai,Malad Kan East,43,15252.6368,270
01/07/2025,27,2025-07-01,656170,Brand D,Mumbai,Chembur,4,1804.250012,18
01/07/2025,27,2025-07-01,668983,Brand D,Mumbai,Andheri West,1,372.5500061,6
01/07/2025,27,2025-07-01,688993,Brand E,Mumbai,Marol Sakinaka,8,7694.050981,76
01/07/2025,27,2025-07-01,783761,Brand D,Mumbai,CBD Belapur,1,717.1503271,10
01/07/2025,27,2025-07-01,880733,Brand C,Mumbai,Vashi,8,4177.42677,58
01/07/2025,27,2025-07-01,974354,Brand B,Mumbai,Mulund,33,11253.23163,178
01/07/2025,27,2025-07-01,974356,Brand B,Mumbai,Powai,28,9647.323913,152
01/07/2025,27,2025-07-01,1037606,Brand A,Mumbai,Andheri East,52,20207.48969,255
01/07/2025,27,2025-07-02,76512,Brand D,Mumbai,Marol Sakinaka,1,372.95,18
01/07/2025,27,2025-07-02,83864,Brand D,Mumbai,Borivali,2,1208.050391,19
01/07/2025,27,2025-07-02,184604,Brand G,Mumbai,Malad Kan East,33,12133.71771,186
01/07/2025,27,2025-07-02,656170,Brand D,Mumbai,Chembur,8,4963.300012,25
01/07/2025,27,2025-07-02,688993,Brand E,Mumbai,Marol Sakinaka,7,7587.350764,97
01/07/2025,27,2025-07-02,828997,Brand D,Mumbai,Thane,1,730.1500122,7
01/07/2025,27,2025-07-02,880733,Brand C,Mumbai,Vashi,5,2260.475382,46
01/07/2025,27,2025-07-02,974354,Brand B,Mumbai,Mulund,21,7537.738874,218
01/07/2025,27,2025-07-02,974356,Brand B,Mumbai,Powai,27,9252.774575,132
01/07/2025,27,2025-07-02,1037606,Brand A,Mumbai,Andheri East,46,14954.03368,181
01/07/2025,27,2025-07-02,1074224,Brand D,Mumbai,Matunga Wadala,1,877.3500244,3
01/07/2025,27,2025-07-03,70556,Brand D,Mumbai,Bandra West,1,383.45,14
01/07/2025,27,2025-07-03,76512,Brand D,Mumbai,Marol Sakinaka,3,1103.950006,22
01/07/2025,27,2025-07-03,83864,Brand D,Mumbai,Borivali,1,347.9499939,17
01/07/2025,27,2025-07-03,184604,Brand G,Mumbai,Malad Kan East,52,20861.37174,261
01/07/2025,27,2025-07-03,656170,Brand D,Mumbai,Chembur,5,2051.220016,15
01/07/2025,27,2025-07-03,688993,Brand E,Mumbai,Marol Sakinaka,2,2379.300339,81
01/07/2025,27,2025-07-03,783761,Brand D,Mumbai,CBD Belapur,1,383.45,9
01/07/2025,27,2025-07-03,828997,Brand D,Mumbai,Thane,1,705.1503271,2
01/07/2025,27,2025-07-03,880733,Brand C,Mumbai,Vashi,6,3153.325721,68
01/07/2025,27,2025-07-03,974354,Brand B,Mumbai,Mulund,32,9483.892797,242
01/07/2025,27,2025-07-03,974356,Brand B,Mumbai,Powai,28,10354.69707,149
01/07/2025,27,2025-07-03,1037606,Brand A,Mumbai,Andheri East,80,27013.27443,285
01/07/2025,27,2025-07-03,1053297,Brand D,Mumbai,Powai,1,661.6500122,1
01/07/2025,27,2025-07-04,70556,Brand D,Mumbai,Bandra West,3,1894.201042,16
01/07/2025,27,2025-07-04,76512,Brand D,Mumbai,Marol Sakinaka,2,1426.400031,25
01/07/2025,27,2025-07-04,83864,Brand D,Mumbai,Borivali,1,705.9000122,28
01/07/2025,27,2025-07-04,184604,Brand G,Mumbai,Malad Kan East,31,13971.53257,245
01/07/2025,27,2025-07-04,656170,Brand D,Mumbai,Chembur,2,1722.750352,26
01/07/2025,27,2025-07-04,688993,Brand E,Mumbai,Marol Sakinaka,5,7512.400776,95
01/07/2025,27,2025-07-04,783761,Brand D,Mumbai,CBD Belapur,5,2208.950327,19
01/07/2025,27,2025-07-04,880733,Brand C,Mumbai,Vashi,13,6634.776761,116
01/07/2025,27,2025-07-04,974354,Brand B,Mumbai,Mulund,25,8381.489218,209
01/07/2025,27,2025-07-04,974356,Brand B,Mumbai,Powai,26,8079.04707,173
01/07/2025,27,2025-07-04,1037606,Brand A,Mumbai,Andheri East,80,28513.22558,319
01/07/2025,27,2025-07-04,1074224,Brand D,Mumbai,Matunga Wadala,1,347.7,12
01/07/2025,27,2025-07-05,70556,Brand D,Mumbai,Bandra West,3,1079.35,20
01/07/2025,27,2025-07-05,76508,Brand D,Mumbai,Lower Parel Worli,1,705.9000122,15
01/07/2025,27,2025-07-05,76509,Brand D,Mumbai,Malad Kan West,1,358.2,8
01/07/2025,27,2025-07-05,76512,Brand D,Mumbai,Marol Sakinaka,1,1437.299976,23
01/07/2025,27,2025-07-05,83864,Brand D,Mumbai,Borivali,2,651.021994,26
01/07/2025,27,2025-07-05,184604,Brand G,Mumbai,Malad Kan East,68,27175.4227,460
01/07/2025,27,2025-07-05,656170,Brand D,Mumbai,Chembur,7,4939.80037,36
01/07/2025,27,2025-07-05,668983,Brand D,Mumbai,Andheri West,2,630.4,13
01/07/2025,27,2025-07-05,688993,Brand E,Mumbai,Marol Sakinaka,10,29717.80248,135
01/07/2025,27,2025-07-05,783761,Brand D,Mumbai,CBD Belapur,2,1195.100327,13
01/07/2025,27,2025-07-05,828997,Brand D,Mumbai,Thane,1,417.95,7
01/07/2025,27,2025-07-05,880733,Brand C,Mumbai,Vashi,7,6020.352054,115
01/07/2025,27,2025-07-05,974354,Brand B,Mumbai,Mulund,39,12823.7995,265
01/07/2025,27,2025-07-05,974356,Brand B,Mumbai,Powai,43,16908.65798,267
01/07/2025,27,2025-07-05,1037606,Brand A,Mumbai,Andheri East,83,29776.88114,408
01/07/2025,27,2025-07-06,76509,Brand D,Mumbai,Malad Kan West,1,685.4000122,13
01/07/2025,27,2025-07-06,76512,Brand D,Mumbai,Marol Sakinaka,2,1384.800024,20
01/07/2025,27,2025-07-06,83864,Brand D,Mumbai,Borivali,5,2935.950358,39
01/07/2025,27,2025-07-06,184604,Brand G,Mumbai,Malad Kan East,99,38117.73851,609
01/07/2025,27,2025-07-06,656170,Brand D,Mumbai,Chembur,6,4130.699994,21
01/07/2025,27,2025-07-06,668983,Brand D,Mumbai,Andheri West,1,425.4499939,9
01/07/2025,27,2025-07-06,688993,Brand E,Mumbai,Marol Sakinaka,10,8095.150801,141
01/07/2025,27,2025-07-06,828997,Brand D,Mumbai,Thane,2,2505.400061,12
01/07/2025,27,2025-07-06,880733,Brand C,Mumbai,Vashi,16,8142.752137,157
01/07/2025,27,2025-07-06,974354,Brand B,Mumbai,Mulund,40,15152.96368,248
01/07/2025,27,2025-07-06,974356,Brand B,Mumbai,Powai,40,13508.38559,257
01/07/2025,27,2025-07-06,1037606,Brand A,Mumbai,Andheri East,103,40327.83235,464
01/07/2025,28,2025-07-07,70556,Brand D,Mumbai,Bandra West,3,1907.250024,21
01/07/2025,28,2025-07-07,76512,Brand D,Mumbai,Marol Sakinaka,3,1417.300012,25
01/07/2025,28,2025-07-07,83864,Brand D,Mumbai,Borivali,3,1012.450006,22
01/07/2025,28,2025-07-07,184604,Brand G,Mumbai,Malad Kan East,50,20561.29462,299
01/07/2025,28,2025-07-07,656170,Brand D,Mumbai,Chembur,3,2062.200413,15
01/07/2025,28,2025-07-07,668983,Brand D,Mumbai,Andheri West,3,1798.500024,12
01/07/2025,28,2025-07-07,688993,Brand E,Mumbai,Marol Sakinaka,6,6158.250333,89
01/07/2025,28,2025-07-07,828997,Brand D,Mumbai,Thane,1,346.95,7
01/07/2025,28,2025-07-07,880733,Brand C,Mumbai,Vashi,10,4657.100978,98
01/07/2025,28,2025-07-07,974354,Brand B,Mumbai,Mulund,26,8568.904273,187
01/07/2025,28,2025-07-07,974356,Brand B,Mumbai,Powai,26,9616.242761,141
01/07/2025,28,2025-07-07,1037606,Brand A,Mumbai,Andheri East,63,21336.8132,285
01/07/2025,28,2025-07-08,83864,Brand D,Mumbai,Borivali,2,650.4,22
01/07/2025,28,2025-07-08,184604,Brand G,Mumbai,Malad Kan East,41,15777.90237,303
01/07/2025,28,2025-07-08,656170,Brand D,Mumbai,Chembur,4,1956.750327,20
01/07/2025,28,2025-07-08,688993,Brand E,Mumbai,Marol Sakinaka,1,783.2999756,93
01/07/2025,28,2025-07-08,783761,Brand D,Mumbai,CBD Belapur,1,424.45,12
01/07/2025,28,2025-07-08,828997,Brand D,Mumbai,Thane,1,730.1500122,5
01/07/2025,28,2025-07-08,880733,Brand C,Mumbai,Vashi,6,3863.651844,106
01/07/2025,28,2025-07-08,974354,Brand B,Mumbai,Mulund,31,9420.329641,198
01/07/2025,28,2025-07-08,974356,Brand B,Mumbai,Powai,37,13084.13242,160
01/07/2025,28,2025-07-08,1037606,Brand A,Mumbai,Andheri East,80,26255.4292,320
01/07/2025,28,2025-07-08,1074224,Brand D,Mumbai,Matunga Wadala,1,215.4699966,5
01/07/2025,28,2025-07-09,70556,Brand D,Mumbai,Bandra West,2,1200.550715,16
01/07/2025,28,2025-07-09,76508,Brand D,Mumbai,Lower Parel Worli,1,1027.100024,12
01/07/2025,28,2025-07-09,76509,Brand D,Mumbai,Malad Kan West,2,1114.600012,14
01/07/2025,28,2025-07-09,76512,Brand D,Mumbai,Marol Sakinaka,1,1391.800352,22
01/07/2025,28,2025-07-09,83864,Brand D,Mumbai,Borivali,1,347.95,24
01/07/2025,28,2025-07-09,184604,Brand G,Mumbai,Malad Kan East,44,18518.96289,254
01/07/2025,28,2025-07-09,656170,Brand D,Mumbai,Chembur,3,1841.500024,22
01/07/2025,28,2025-07-09,668983,Brand D,Mumbai,Andheri West,1,393.5500061,8
01/07/2025,28,2025-07-09,688993,Brand E,Mumbai,Marol Sakinaka,4,3887.800315,91
01/07/2025,28,2025-07-09,783761,Brand D,Mumbai,CBD Belapur,2,1410.230491,15
01/07/2025,28,2025-07-09,880733,Brand C,Mumbai,Vashi,13,7527.90738,110
01/07/2025,28,2025-07-09,974354,Brand B,Mumbai,Mulund,22,7354.741655,176
01/07/2025,28,2025-07-09,974356,Brand B,Mumbai,Powai,25,8240.574509,174
01/07/2025,28,2025-07-09,1037606,Brand A,Mumbai,Andheri East,63,20621.06214,296
01/07/2025,28,2025-07-10,76509,Brand D,Mumbai,Malad Kan West,1,425.45,6
01/07/2025,28,2025-07-10,83864,Brand D,Mumbai,Borivali,4,1692.219998,22
01/07/2025,28,2025-07-10,184604,Brand G,Mumbai,Malad Kan East,43,21360.20628,272
01/07/2025,28,2025-07-10,656170,Brand D,Mumbai,Chembur,1,456.95,13
01/07/2025,28,2025-07-10,668983,Brand D,Mumbai,Andheri West,1,1096.350339,8
01/07/2025,28,2025-07-10,688993,Brand E,Mumbai,Marol Sakinaka,5,4883.900715,104
01/07/2025,28,2025-07-10,880733,Brand C,Mumbai,Vashi,2,1191.750382,81
